%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83065.933,302.093,344.731,130.384,-0.027,-0.009,5.000
83053.839,302.094,344.573,130.064,-0.011,-0.009,5.000
83057.870,302.093,344.731,130.064,-0.011,-0.009,5.000
83057.870,302.093,344.652,130.224,0.006,-0.009,5.000
83065.933,302.091,344.731,130.224,-0.027,-0.009,5.000
83057.870,302.091,344.731,130.224,0.006,-0.019,5.000
83057.870,302.093,344.731,130.224,-0.027,-0.009,5.000
83065.933,302.091,344.810,130.384,-0.011,0.002,5.000
83061.902,302.089,344.731,130.064,0.022,-0.009,5.000
83061.902,302.093,344.731,130.384,0.006,0.013,5.000
83057.870,302.093,344.889,130.224,-0.011,-0.009,5.000
83061.902,302.091,344.810,130.064,-0.011,-0.009,5.000
83053.839,302.089,344.810,130.544,-0.011,-0.009,5.000
83053.839,302.089,344.810,130.064,0.006,0.002,5.000
83065.933,302.088,344.889,130.704,-0.011,-0.009,5.000
83057.870,302.089,344.810,130.384,-0.011,0.002,5.000
83057.870,302.089,344.810,130.384,-0.011,0.013,5.000
83053.839,302.088,345.047,130.864,0.006,-0.019,5.000
83053.839,302.089,344.810,130.864,0.006,-0.009,5.000
83053.839,302.091,344.968,131.505,0.006,-0.009,5.000
83053.839,302.089,344.968,131.665,-0.011,-0.009,5.000
83057.870,302.089,344.968,131.825,0.006,0.013,5.000
83061.902,302.089,345.047,132.145,-0.011,-0.009,5.000
83053.839,302.091,344.889,131.825,0.022,0.002,5.000
83053.839,302.091,344.968,132.145,0.006,0.002,5.000
83053.839,302.088,344.968,132.465,0.006,0.002,5.000
83049.808,302.091,345.126,133.106,-0.011,-0.009,5.000
83057.870,302.088,344.968,132.946,0.022,0.002,5.000
83057.870,302.089,344.968,133.266,-0.027,-0.009,5.000
83061.902,302.088,345.047,133.426,-0.027,-0.009,5.000
83053.839,302.091,345.047,133.746,0.006,0.002,5.000
83057.870,302.091,345.047,133.906,0.006,-0.009,5.000
83057.870,302.086,345.047,134.226,-0.011,0.002,5.000
83057.870,302.086,345.126,134.547,0.006,-0.009,5.000
83061.902,302.088,345.126,134.867,0.038,0.013,5.000
83053.839,302.088,345.047,134.867,0.006,0.002,5.000
83057.870,302.086,345.126,135.027,0.006,0.002,5.000
83057.870,302.086,345.047,135.187,0.006,0.002,5.000
83053.839,302.088,345.047,135.187,0.006,-0.009,5.000
83061.902,302.088,345.047,135.347,0.022,0.002,5.000
83057.870,302.088,345.126,135.347,-0.011,-0.009,5.000
83057.870,302.088,345.284,135.507,0.022,-0.009,5.000
83061.902,302.089,345.363,135.507,-0.011,-0.030,5.000
83061.902,302.089,345.205,135.187,0.022,0.002,5.000
83053.839,302.086,345.284,135.187,0.022,0.002,5.000
83057.870,302.088,345.284,135.507,0.006,-0.009,5.000
83061.902,302.086,345.363,135.187,-0.011,0.002,5.000
83061.902,302.089,345.284,134.867,0.006,-0.009,5.000
83069.965,302.088,345.363,135.027,0.006,-0.009,5.000
83065.933,302.085,345.521,134.867,-0.011,0.013,5.000
83057.870,302.088,345.284,134.547,-0.027,0.013,5.000
83053.839,302.091,347.892,186.257,0.006,0.625,5.000
83049.808,302.089,347.892,186.417,-0.027,0.593,5.000
83057.870,302.086,347.971,186.577,0.006,0.603,5.000
83053.839,302.086,347.892,186.417,-0.011,0.603,5.000
83053.839,302.088,347.971,186.897,0.006,0.603,5.000
83057.870,302.086,347.892,186.737,0.006,0.603,5.000
83057.870,302.088,347.813,186.897,-0.027,0.614,5.000
83061.902,302.086,347.813,186.737,0.006,0.614,5.000
83057.870,302.085,347.892,186.897,0.006,0.593,5.000
83057.870,302.086,347.892,186.897,-0.027,0.593,5.000
83053.839,302.085,347.892,186.737,-0.027,0.603,5.000
83053.839,302.086,347.892,186.737,0.022,0.614,5.000
83053.839,302.085,348.050,186.577,-0.011,0.593,5.000
83053.839,302.088,347.813,186.897,-0.011,0.603,5.000
83053.839,302.086,348.050,186.577,-0.011,0.603,5.000
83053.839,302.085,347.971,186.897,0.006,0.614,5.000
83045.776,302.086,347.813,186.737,-0.011,0.614,5.000
83049.808,302.085,347.892,186.417,-0.011,0.614,5.000
83049.808,302.086,347.971,186.257,0.022,0.593,5.000
83053.839,302.086,347.892,186.417,-0.011,0.593,5.000
83053.839,302.088,347.813,186.417,0.022,0.593,5.000
83049.808,302.088,347.892,186.257,0.006,0.603,5.000
83053.839,302.088,348.050,185.937,-0.027,0.603,5.000
83049.808,302.083,347.734,186.097,-0.011,0.625,5.000
83053.839,302.088,347.813,186.097,0.022,0.603,5.000
83041.745,302.088,347.971,185.937,0.022,0.614,5.000
83045.776,302.088,347.734,186.257,-0.043,0.603,5.000
83049.808,302.088,347.971,185.776,0.006,0.582,5.000
83037.713,302.088,347.813,185.776,0.022,0.614,5.000
83041.745,302.089,347.892,185.456,0.006,0.614,5.000
83041.745,302.088,347.892,185.776,0.006,0.582,5.000
83045.776,302.088,347.813,185.776,-0.011,0.593,5.000
83045.776,302.089,347.813,185.776,-0.043,0.614,5.000
83041.745,302.088,347.892,185.937,-0.011,0.614,5.000
83049.808,302.089,347.734,185.776,-0.027,0.582,5.000
83057.870,302.088,347.734,185.937,0.006,0.614,5.000
83049.808,302.088,347.813,185.937,0.006,0.614,5.000
83053.839,302.088,347.892,185.776,0.006,0.614,5.000
83053.839,302.088,347.734,185.937,0.022,0.614,5.000
83045.776,302.086,347.734,186.257,-0.011,0.603,5.000
83049.808,302.089,347.734,186.257,-0.011,0.603,5.000
83053.839,302.086,347.576,186.257,-0.011,0.614,5.000
83057.870,302.088,347.734,186.417,0.006,0.614,5.000
83049.808,302.086,347.892,186.737,0.006,0.603,5.000
83053.839,302.088,348.050,186.417,0.022,0.635,5.000
83057.870,302.088,347.813,186.897,0.022,0.625,5.000
83057.870,302.089,347.813,186.737,0.022,0.614,5.000
83049.808,302.089,347.813,186.897,-0.011,0.603,5.000
83049.808,302.083,347.813,187.057,-0.011,0.614,5.000
83057.870,302.086,347.813,187.057,0.006,0.614,5.000
83049.808,302.089,347.813,186.897,-0.011,0.603,5.000
83053.839,302.089,347.734,187.217,0.006,0.593,5.000
83053.839,302.086,347.813,187.537,0.006,0.593,5.000
83065.933,302.088,347.813,187.377,-0.011,0.614,5.000
83057.870,302.086,347.813,187.537,0.006,0.625,5.000
83057.870,302.086,347.734,187.698,0.022,0.603,5.000
83057.870,302.086,347.892,187.858,0.006,0.614,5.000
83057.870,302.088,347.813,188.178,-0.027,0.625,5.000
83061.902,302.085,347.892,187.858,-0.011,0.593,5.000
83057.870,302.088,347.971,188.018,-0.027,0.593,5.000
83057.870,302.088,347.813,188.178,0.022,0.593,5.000
83057.870,302.085,347.892,188.178,0.022,0.593,5.000
83053.839,302.088,348.050,188.018,0.006,0.593,5.000
83061.902,302.088,347.971,188.338,-0.011,0.593,5.000
83061.902,302.085,347.971,188.658,-0.011,0.603,5.000
83061.902,302.086,348.050,188.338,0.006,0.603,5.000
83061.902,302.086,347.971,188.498,0.006,0.614,5.000
83057.870,302.086,348.287,188.498,-0.011,0.603,5.000
83057.870,302.086,348.208,188.018,0.006,0.603,5.000
83061.902,302.088,348.287,188.498,0.006,0.614,5.000
83049.808,302.086,348.287,188.338,-0.011,0.625,5.000
83061.902,302.083,348.366,188.178,0.006,0.614,5.000
83053.839,302.088,348.366,188.018,-0.027,0.603,5.000
83053.839,302.088,348.445,187.858,-0.011,0.603,5.000
83049.808,302.088,348.445,188.178,0.022,0.614,5.000
83049.808,302.086,348.524,187.698,0.006,0.582,5.000
83049.808,302.088,348.603,187.537,0.022,0.603,5.000
83057.870,302.091,348.603,187.217,-0.011,0.625,5.000
83049.808,302.086,348.682,187.217,0.006,0.614,5.000
83053.839,302.085,348.761,187.057,0.022,0.593,5.000
83061.902,302.086,348.761,186.897,-0.011,0.614,5.000
83057.870,302.088,348.840,186.737,0.006,0.614,5.000
83049.808,302.086,348.919,186.577,-0.011,0.603,5.000
83053.839,302.086,348.840,186.257,0.006,0.614,5.000
83053.839,302.088,348.919,185.937,-0.027,0.614,5.000
83053.839,302.089,349.077,185.937,0.006,0.593,5.000
83053.839,302.088,349.077,185.776,-0.027,0.625,5.000
83053.839,302.088,348.998,185.456,0.022,0.593,5.000
83053.839,302.085,349.156,185.296,0.022,0.614,5.000
83045.776,302.086,349.156,184.976,0.038,0.603,5.000
83053.839,302.089,349.156,184.816,0.022,0.614,5.000
83053.839,302.088,349.156,184.336,0.006,0.614,5.000
83053.839,302.088,349.314,184.015,0.006,0.614,5.000
83057.870,302.089,349.314,183.855,0.006,0.614,5.000
83053.839,302.091,349.156,183.695,0.006,0.593,5.000
83053.839,302.093,349.314,183.535,0.038,0.603,5.000
83049.808,302.089,349.314,183.215,0.006,0.603,5.000
83045.776,302.086,349.314,183.055,-0.027,0.603,5.000
83053.839,302.088,349.393,182.895,0.006,0.593,5.000
83049.808,302.089,349.314,182.575,-0.011,0.593,5.000
83057.870,302.089,349.314,182.414,0.006,0.614,5.000
83057.870,302.088,349.393,182.575,0.038,0.593,5.000
83049.808,302.088,349.235,182.414,0.006,0.614,5.000
83057.870,302.089,349.472,182.254,0.006,0.603,5.000
83061.902,302.091,349.235,182.254,0.022,0.603,5.000
83057.870,302.089,349.393,182.094,0.022,0.614,5.000
83057.870,302.088,349.314,181.934,0.022,0.614,5.000
83061.902,302.089,349.393,181.774,-0.011,0.614,5.000
83057.870,302.088,349.393,181.774,0.006,0.593,5.000
83065.933,302.088,349.314,181.454,-0.011,0.593,5.000
83065.933,302.093,349.393,181.614,-0.011,0.571,5.000
83057.870,302.093,349.393,181.454,-0.011,0.614,5.000
83061.902,302.091,349.314,181.774,-0.011,0.603,5.000
83065.933,302.093,349.235,181.774,-0.011,0.625,5.000
83065.933,302.093,349.393,181.614,0.006,0.614,5.000
83069.965,302.091,349.314,181.774,-0.027,0.603,5.000
83061.902,302.093,349.393,181.614,0.006,0.603,5.000
83065.933,302.094,349.314,181.774,0.022,0.593,5.000
83065.933,302.094,349.393,181.774,0.006,0.603,5.000
83065.933,302.089,349.235,181.934,-0.011,0.603,5.000
83061.902,302.088,349.314,181.774,0.006,0.614,5.000
83061.902,302.091,349.314,181.774,-0.011,0.614,5.000
83065.933,302.088,349.314,181.934,-0.011,0.593,5.000
83065.933,302.091,349.235,182.414,0.022,0.603,5.000
83065.933,302.091,349.314,182.254,0.006,0.603,5.000
83061.902,302.088,349.235,182.094,-0.027,0.593,5.000
83061.902,302.091,349.156,182.254,0.006,0.593,5.000
83061.902,302.089,349.235,182.414,0.006,0.603,5.000
83057.870,302.086,349.393,182.414,-0.011,0.603,5.000
83061.902,302.086,349.314,182.575,0.022,0.614,5.000
83053.839,302.086,349.235,182.414,0.022,0.614,5.000
83053.839,302.085,349.393,182.735,0.006,0.603,5.000
83053.839,302.088,349.314,182.735,0.006,0.603,5.000
83057.870,302.088,349.235,182.414,0.006,0.614,5.000
83049.808,302.086,349.393,182.895,-0.027,0.593,5.000
83053.839,302.088,349.393,182.895,0.006,0.603,5.000
83053.839,302.085,349.393,182.735,0.006,0.603,5.000
83053.839,302.085,349.393,182.414,0.006,0.603,5.000
83061.902,302.085,349.393,182.735,0.022,0.593,5.000
83053.839,302.086,349.472,182.254,0.006,0.582,5.000
83049.808,302.086,349.235,182.575,0.006,0.614,5.000
83061.902,302.083,349.393,182.254,0.006,0.582,5.000
83041.745,302.085,349.314,182.254,0.022,0.625,5.000
83053.839,302.085,349.314,181.774,-0.011,0.603,5.000
83049.808,302.083,349.393,181.774,-0.011,0.593,5.000
83049.808,302.083,349.472,181.774,0.022,0.614,5.000
83053.839,302.085,349.393,182.094,0.006,0.593,5.000
83053.839,302.083,349.472,181.614,0.006,0.625,5.000
83045.776,302.083,349.472,181.294,0.006,0.603,5.000
83053.839,302.085,349.314,181.134,0.006,0.593,5.000
83045.776,302.083,349.393,180.974,-0.043,0.614,5.000
83057.870,302.086,349.393,180.974,-0.011,0.603,5.000
83049.808,302.088,349.235,180.814,0.006,0.593,5.000
83057.870,302.086,349.314,180.814,-0.011,0.593,5.000
83049.808,302.086,349.156,180.814,-0.011,0.614,5.000
83053.839,302.086,349.235,180.493,-0.011,0.582,5.000
83053.839,302.085,349.156,180.493,-0.027,0.603,5.000
83057.870,302.088,349.156,180.173,-0.043,0.614,5.000
83057.870,302.088,349.077,180.333,0.006,0.593,5.000
83057.870,302.088,348.998,180.173,0.006,0.603,5.000
83061.902,302.089,349.156,180.173,-0.011,0.603,5.000
83057.870,302.088,349.156,180.173,0.006,0.614,5.000
83057.870,302.091,349.156,180.333,0.022,0.603,5.000
83057.870,302.088,349.156,180.013,0.006,0.603,5.000
83065.933,302.088,349.156,180.333,0.055,0.593,5.000
83061.902,302.089,348.998,180.013,0.022,0.614,5.000
83065.933,302.088,349.156,180.333,0.022,0.582,5.000
83053.839,302.088,349.077,180.173,0.006,0.593,5.000
83061.902,302.088,348.998,180.493,-0.011,0.582,5.000
83065.933,302.089,349.156,180.333,-0.011,0.603,5.000
83061.902,302.091,349.077,180.333,-0.011,0.603,5.000
83061.902,302.089,349.077,180.493,-0.011,0.603,5.000
83065.933,302.093,349.156,180.653,0.006,0.593,5.000
83065.933,302.086,348.998,180.974,0.006,0.593,5.000
83053.839,302.091,349.235,181.134,0.022,0.593,5.000
83061.902,302.089,349.235,181.134,-0.011,0.625,5.000
83061.902,302.089,349.156,181.294,0.006,0.603,5.000
83061.902,302.091,349.314,181.614,-0.011,0.625,5.000
83057.870,302.089,349.077,181.614,0.022,0.614,5.000
83061.902,302.089,349.314,181.774,0.022,0.603,5.000
83061.902,302.088,349.472,181.934,0.006,0.603,5.000
83053.839,302.088,349.472,182.254,-0.011,0.625,5.000
83057.870,302.089,349.393,182.414,0.006,0.593,5.000
83057.870,302.089,349.472,182.414,-0.027,0.593,5.000
83053.839,302.086,349.472,182.575,0.006,0.603,5.000
83061.902,302.088,349.630,182.735,0.006,0.582,5.000
83057.870,302.086,349.630,182.735,0.006,0.603,5.000
83057.870,302.089,349.630,182.575,0.006,0.603,5.000
83053.839,302.083,349.630,182.895,0.006,0.593,5.000
83061.902,302.086,349.710,183.055,-0.011,0.625,5.000
83061.902,302.088,349.551,182.895,-0.011,0.614,5.000
83049.808,302.086,349.868,183.055,-0.011,0.614,5.000
83053.839,302.086,349.710,182.895,0.006,0.593,5.000
83065.933,302.085,349.868,183.055,-0.011,0.593,5.000
83057.870,302.085,349.947,183.215,0.006,0.603,5.000
83053.839,302.086,350.105,183.215,-0.027,0.614,5.000
83053.839,302.086,350.026,183.215,0.038,0.603,5.000
83049.808,302.085,349.947,183.055,0.006,0.603,5.000
83057.870,302.083,350.105,183.055,-0.011,0.603,5.000
83049.808,302.083,350.184,182.895,-0.027,0.593,5.000
83049.808,302.083,350.026,183.055,0.022,0.614,5.000
83057.870,302.086,350.026,183.055,0.006,0.603,5.000
83053.839,302.085,350.184,183.055,0.006,0.614,5.000
83053.839,302.085,350.184,182.735,0.022,0.593,5.000
83053.839,302.085,350.105,182.735,-0.011,0.614,5.000
83053.839,302.083,350.263,182.895,0.022,0.603,5.000
83057.870,302.088,350.105,182.735,0.006,0.614,5.000
83049.808,302.083,350.263,182.575,-0.011,0.614,5.000
83053.839,302.085,350.421,182.735,-0.011,0.603,5.000
83045.776,302.086,350.263,182.735,-0.027,0.593,5.000
83049.808,302.086,350.184,182.414,0.022,0.614,5.000
83053.839,302.083,350.342,182.575,-0.011,0.603,5.000
83053.839,302.085,350.342,182.735,-0.011,0.593,5.000
83049.808,302.086,350.342,182.895,0.006,0.603,5.000
83053.839,302.086,350.263,182.575,0.022,0.614,5.000
83049.808,302.086,350.421,182.254,0.006,0.603,5.000
83049.808,302.089,350.342,182.414,-0.027,0.593,5.000
83049.808,302.086,350.421,182.735,-0.027,0.603,5.000
83045.776,302.086,350.342,182.735,0.038,0.625,5.000
83053.839,302.088,350.421,182.735,-0.011,0.614,5.000
83045.776,302.089,350.342,182.895,-0.011,0.614,5.000
83053.839,302.089,350.342,182.735,0.006,0.593,5.000
83049.808,302.089,350.342,182.895,0.022,0.603,5.000
83053.839,302.088,350.184,183.055,-0.011,0.625,5.000
83053.839,302.086,350.184,183.215,-0.011,0.614,5.000
83049.808,302.089,350.342,183.215,0.006,0.593,5.000
83049.808,302.088,350.184,183.215,-0.011,0.593,5.000
83049.808,302.086,350.421,183.375,-0.011,0.582,5.000
83041.745,302.089,350.342,183.375,0.006,0.603,5.000
83049.808,302.089,350.342,183.695,0.022,0.614,5.000
83049.808,302.088,350.342,183.535,-0.011,0.614,5.000
83049.808,302.086,350.184,183.695,0.022,0.603,5.000
83049.808,302.091,350.184,183.695,0.006,0.614,5.000
83057.870,302.089,350.263,183.535,0.006,0.593,5.000
83053.839,302.088,350.184,183.855,0.022,0.593,5.000
83049.808,302.088,350.184,183.855,0.006,0.603,5.000
83053.839,302.088,350.263,184.015,0.006,0.614,5.000
83045.776,302.085,350.263,183.695,-0.011,0.603,5.000
83049.808,302.086,350.184,183.695,0.006,0.603,5.000
83053.839,302.086,350.105,183.855,-0.011,0.603,5.000
83053.839,302.086,350.184,183.695,0.006,0.614,5.000
83053.839,302.086,350.184,183.215,-0.011,0.603,5.000
83053.839,302.086,350.263,183.535,0.006,0.614,5.000
83053.839,302.088,350.105,183.535,0.006,0.625,5.000
83049.808,302.086,350.105,183.375,0.006,0.603,5.000
83061.902,302.083,350.105,183.215,-0.011,0.582,5.000
83053.839,302.083,350.184,183.055,0.022,0.614,5.000
83057.870,302.085,350.026,182.895,-0.011,0.593,5.000
83049.808,302.083,350.026,182.575,-0.011,0.593,5.000
83053.839,302.085,350.184,182.575,-0.011,0.614,5.000
83057.870,302.086,350.184,182.414,0.006,0.614,5.000
83053.839,302.086,350.105,181.774,0.006,0.593,5.000
83045.776,302.086,350.184,181.934,0.022,0.582,5.000
83053.839,302.085,350.263,181.774,-0.011,0.603,5.000
83057.870,302.086,350.105,181.614,-0.011,0.625,5.000
83053.839,302.089,350.105,181.614,-0.011,0.603,5.000
83053.839,302.088,350.105,181.134,0.022,0.582,5.000
83061.902,302.086,350.184,181.134,-0.027,0.614,5.000
83053.839,302.089,350.184,180.814,0.038,0.593,5.000
83053.839,302.086,350.105,180.653,0.006,0.582,5.000
83057.870,302.086,350.184,180.493,-0.011,0.614,5.000
83049.808,302.088,350.105,180.333,-0.011,0.603,5.000
83057.870,302.088,350.184,180.173,0.006,0.593,5.000
83053.839,302.088,350.184,180.333,-0.011,0.593,5.000
83057.870,302.088,350.184,179.853,-0.043,0.603,5.000
83057.870,302.089,350.184,179.693,0.022,0.603,5.000
83057.870,302.089,350.263,179.373,-0.011,0.614,5.000
83053.839,302.088,350.263,179.533,0.022,0.603,5.000
83053.839,302.091,350.184,179.373,-0.011,0.593,5.000
83057.870,302.089,350.263,179.213,-0.011,0.614,5.000
83053.839,302.086,350.184,179.213,0.006,0.603,5.000
83053.839,302.088,350.184,179.213,-0.011,0.603,5.000
83041.745,302.089,350.184,179.213,-0.027,0.614,5.000
83045.776,302.088,350.263,179.213,0.006,0.593,5.000
83049.808,302.088,350.026,179.053,-0.011,0.603,5.000
83053.839,302.091,350.184,179.053,0.006,0.582,5.000
83049.808,302.088,350.026,179.213,0.006,0.614,5.000
83049.808,302.089,350.026,179.213,0.006,0.614,5.000
83049.808,302.093,350.184,179.213,-0.011,0.603,5.000
83057.870,302.086,350.026,179.053,0.022,0.593,5.000
83053.839,302.088,350.105,179.213,-0.027,0.582,5.000
83053.839,302.088,350.026,178.892,-0.011,0.614,5.000
83049.808,302.088,350.026,179.373,0.006,0.582,5.000
83053.839,302.088,350.184,179.373,-0.011,0.614,5.000
83053.839,302.086,350.026,179.213,0.006,0.593,5.000
83053.839,302.089,350.026,179.213,0.006,0.603,5.000
83049.808,302.086,350.026,179.373,-0.011,0.593,5.000
83053.839,302.085,350.184,179.053,0.006,0.614,5.000
83057.870,302.086,350.026,178.892,0.006,0.593,5.000
83053.839,302.086,349.947,179.213,0.006,0.603,5.000
83053.839,302.083,350.026,179.213,-0.027,0.593,5.000
83057.870,302.085,349.947,179.213,-0.011,0.603,5.000
83057.870,302.085,349.947,179.053,0.006,0.603,5.000
83053.839,302.085,349.789,179.373,-0.011,0.614,5.000
83053.839,302.081,349.789,179.213,-0.011,0.614,5.000
83057.870,302.085,349.710,179.373,0.022,0.603,5.000
83061.902,302.083,349.710,179.373,0.006,0.582,5.000
83057.870,302.083,349.789,178.892,0.022,0.614,5.000
83057.870,302.083,349.868,178.892,0.006,0.593,5.000
83053.839,302.081,349.630,178.892,0.022,0.614,5.000
83061.902,302.085,349.710,179.053,-0.011,0.593,5.000
83053.839,302.083,349.710,178.732,-0.027,0.593,5.000
83053.839,302.083,349.551,178.732,0.006,0.603,5.000
83061.902,302.080,349.551,178.892,-0.011,0.593,5.000
83053.839,302.083,349.630,178.572,0.022,0.593,5.000
83053.839,302.080,349.551,178.572,0.022,0.593,5.000
83049.808,302.083,349.551,178.732,0.006,0.593,5.000
83053.839,302.080,349.551,178.572,-0.011,0.582,5.000
83053.839,302.081,349.710,178.252,-0.011,0.614,5.000
83053.839,302.080,349.472,178.252,-0.011,0.614,5.000
83053.839,302.081,349.551,178.412,0.022,0.614,5.000
83053.839,302.085,349.551,178.092,0.006,0.593,5.000
83053.839,302.081,349.630,178.092,-0.011,0.614,5.000
83053.839,302.081,349.393,178.092,-0.011,0.603,5.000
83049.808,302.083,349.472,177.932,-0.027,0.603,5.000
83049.808,302.081,349.551,177.932,0.006,0.603,5.000
83049.808,302.083,349.472,177.772,0.006,0.593,5.000
83049.808,302.081,349.314,177.932,0.006,0.603,5.000
83049.808,302.081,349.472,177.932,0.006,0.603,5.000
83053.839,302.081,349.551,177.932,-0.011,0.625,5.000
83049.808,302.085,349.551,177.772,0.006,0.614,5.000
83057.870,302.081,349.472,177.772,0.006,0.603,5.000
83053.839,302.083,349.472,177.932,0.038,0.614,5.000
83045.776,302.083,349.472,178.092,0.006,0.593,5.000
83049.808,302.085,349.314,177.612,-0.011,0.603,5.000
83053.839,302.085,349.472,177.772,0.006,0.614,5.000
83053.839,302.080,349.314,177.932,0.006,0.603,5.000
83053.839,302.081,349.551,177.452,0.006,0.603,5.000
83045.776,302.085,349.472,177.932,-0.011,0.593,5.000
83057.870,302.086,349.472,177.612,0.006,0.603,5.000
83053.839,302.081,349.551,177.772,-0.011,0.603,5.000
83049.808,302.085,349.393,177.932,-0.043,0.614,5.000
83057.870,302.085,349.393,177.932,-0.027,0.603,5.000
83061.902,302.085,349.393,178.092,-0.011,0.614,5.000
83061.902,302.083,349.551,178.092,0.006,0.593,5.000
83057.870,302.086,349.472,178.252,0.006,0.603,5.000
83057.870,302.085,349.393,178.252,0.006,0.593,5.000
83053.839,302.083,349.314,178.412,0.022,0.593,5.000
83053.839,302.085,349.472,178.412,0.006,0.603,5.000
