%Time (sec)	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						10/17/2019	2:41 PM						
2440	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.8							
2450	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.8							
2460	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.8							
2470	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2480	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2490	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2500	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2510	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2520	20.6	21.8	23.2	24.5	25.9	27.2	28.5	29.8							
2530	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2540	20.6	21.8	23.2	24.5	26	27.2	28.5	29.8							
2550	20.6	21.8	23.2	24.5	26	27.2	28.5	29.8							
2560	20.6	21.9	23.2	24.5	26	27.2	28.6	29.8							
2570	20.6	21.9	23.2	24.5	26	27.2	28.6	29.8							
2580	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2590	20.6	21.9	23.2	24.5	26	27.2	28.6	29.8							
2600	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2610	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2620	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2630	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2640	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2650	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2660	20.6	21.9	23.3	24.6	26	27.2	28.6	29.9							
2670	20.6	21.9	23.3	24.5	26	27.2	28.6	29.9							
2680	20.6	21.9	23.3	24.5	26	27.2	28.6	29.8							
2690	20.6	21.9	23.3	24.5	26	27.2	28.6	29.9							
2700	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2710	20.6	21.9	23.3	24.6	26	27.2	28.6	29.9							
2720	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2730	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2740	20.6	21.9	23.3	24.6	26	27.2	28.6	29.9							
2750	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2760	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2770	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2780	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2790	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2800	20.6	21.9	23.3	24.6	26	27.3	28.6	29.9							
2810	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2820	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2830	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2840	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2850	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2860	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2870	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
2880	20.7	21.9	23.3	24.6	26	27.3	28.7	29.9							
2890	20.6	21.9	23.3	24.6	26	27.3	28.7	29.9							
